locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIPKCHJG_03123	CDS	1965	ctpG_2	3.6.3.-	COG2217	putative cation-transporting ATPase G
BIPKCHJG_03123	gene	1965	ctpG_2			
BIPKCHJG_03124	CDS	645	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
BIPKCHJG_03124	gene	645	dsbA			
BIPKCHJG_03125	CDS	633				hypothetical protein
BIPKCHJG_03125	gene	633				
BIPKCHJG_03126	CDS	594	resA_4		COG0526	Thiol-disulfide oxidoreductase ResA
BIPKCHJG_03126	gene	594	resA_4			
BIPKCHJG_03127	CDS	777	dsbD_3	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
BIPKCHJG_03127	gene	777	dsbD_3			
BIPKCHJG_03128	CDS	2514				hypothetical protein
BIPKCHJG_03128	gene	2514				
BIPKCHJG_03129	CDS	777				hypothetical protein
BIPKCHJG_03129	gene	777				
BIPKCHJG_03130	CDS	525	sigE_12		COG1595	RNA polymerase sigma-E factor
BIPKCHJG_03130	gene	525	sigE_12			
BIPKCHJG_03131	CDS	1377				hypothetical protein
BIPKCHJG_03131	gene	1377				
BIPKCHJG_03132	CDS	687				hypothetical protein
BIPKCHJG_03132	gene	687				
BIPKCHJG_03133	CDS	738	gpmA_2	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BIPKCHJG_03133	gene	738	gpmA_2			
BIPKCHJG_03134	CDS	522				putative protein
BIPKCHJG_03134	gene	522				
BIPKCHJG_03135	CDS	1251	mshA_4	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
BIPKCHJG_03135	gene	1251	mshA_4			
BIPKCHJG_03136	CDS	807				hypothetical protein
BIPKCHJG_03136	gene	807				
BIPKCHJG_03137	CDS	798				hypothetical protein
BIPKCHJG_03137	gene	798				
BIPKCHJG_03138	CDS	729	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
BIPKCHJG_03138	gene	729	mobA			
BIPKCHJG_03139	CDS	1167				hypothetical protein
BIPKCHJG_03139	gene	1167				
BIPKCHJG_03140	CDS	933				hypothetical protein
BIPKCHJG_03140	gene	933				
BIPKCHJG_03141	CDS	435	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BIPKCHJG_03141	gene	435	dtd			
BIPKCHJG_03142	CDS	696				hypothetical protein
BIPKCHJG_03142	gene	696				
BIPKCHJG_03143	CDS	489			COG1396	putative HTH-type transcriptional regulator
BIPKCHJG_03143	gene	489				
BIPKCHJG_03144	CDS	363				hypothetical protein
BIPKCHJG_03144	gene	363				
BIPKCHJG_03145	CDS	864	fdhD		COG1526	Sulfur carrier protein FdhD
BIPKCHJG_03145	gene	864	fdhD			
BIPKCHJG_03146	CDS	825	kce	2.3.1.247		3-keto-5-aminohexanoate cleavage enzyme
BIPKCHJG_03146	gene	825	kce			
BIPKCHJG_03147	CDS	1041	ygfZ			tRNA-modifying protein YgfZ
BIPKCHJG_03147	gene	1041	ygfZ			
BIPKCHJG_03148	CDS	1020	lcpB_2		COG1316	putative cell wall biosynthesis protein LcpB
BIPKCHJG_03148	gene	1020	lcpB_2			
BIPKCHJG_03149	CDS	492				hypothetical protein
BIPKCHJG_03149	gene	492				
BIPKCHJG_03150	CDS	369				hypothetical protein
BIPKCHJG_03150	gene	369				
BIPKCHJG_03151	CDS	834				hypothetical protein
BIPKCHJG_03151	gene	834				
BIPKCHJG_03152	CDS	315				hypothetical protein
BIPKCHJG_03152	gene	315				
BIPKCHJG_03153	CDS	702	walR_2		COG0745	Transcriptional regulatory protein WalR
BIPKCHJG_03153	gene	702	walR_2			
BIPKCHJG_03154	CDS	903	mshD_6	2.3.1.189	COG0456	Mycothiol acetyltransferase
BIPKCHJG_03154	gene	903	mshD_6			
BIPKCHJG_03155	CDS	2298	ppk	2.7.4.1	COG0855	Polyphosphate kinase
BIPKCHJG_03155	gene	2298	ppk			
BIPKCHJG_03156	CDS	942	mutT1	3.6.1.55	COG0406	putative 8-oxo-dGTP diphosphatase 1
BIPKCHJG_03156	gene	942	mutT1			
BIPKCHJG_03157	CDS	777	pstB1	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 1
BIPKCHJG_03157	gene	777	pstB1			
BIPKCHJG_03158	CDS	921	pstA1		COG0581	Phosphate transport system permease protein PstA 1
BIPKCHJG_03158	gene	921	pstA1			
BIPKCHJG_03159	CDS	1011	pstC2		COG0573	Phosphate transport system permease protein PstC 2
BIPKCHJG_03159	gene	1011	pstC2			
BIPKCHJG_03160	CDS	1158	pstS3			Phosphate-binding protein PstS3
BIPKCHJG_03160	gene	1158	pstS3			
BIPKCHJG_03161	CDS	996	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
BIPKCHJG_03161	gene	996	pitA_2			
BIPKCHJG_03162	CDS	627				hypothetical protein
BIPKCHJG_03162	gene	627				
BIPKCHJG_03163	CDS	216				hypothetical protein
BIPKCHJG_03163	gene	216				
BIPKCHJG_03164	tRNA	73				tRNA-Lys(ttt)
BIPKCHJG_03164	gene	73				
BIPKCHJG_03165	CDS	327				hypothetical protein
BIPKCHJG_03165	gene	327				
BIPKCHJG_03166	CDS	594				hypothetical protein
BIPKCHJG_03166	gene	594				
BIPKCHJG_03167	CDS	1323				hypothetical protein
BIPKCHJG_03167	gene	1323				
BIPKCHJG_03168	CDS	1254				hypothetical protein
BIPKCHJG_03168	gene	1254				
BIPKCHJG_03169	CDS	807				hypothetical protein
BIPKCHJG_03169	gene	807				
BIPKCHJG_03170	CDS	1437	guaB1	1.-.-.-	COG0516	putative oxidoreductase
BIPKCHJG_03170	gene	1437	guaB1			
BIPKCHJG_03171	CDS	1206			COG0520	putative protein
BIPKCHJG_03171	gene	1206				
BIPKCHJG_03172	CDS	834	sadH	1.-.-.-		Putative oxidoreductase SadH
BIPKCHJG_03172	gene	834	sadH			
BIPKCHJG_03173	CDS	1056	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
BIPKCHJG_03173	gene	1056	polX			
BIPKCHJG_03174	tRNA	74				tRNA-Glu(ttc)
BIPKCHJG_03174	gene	74				
BIPKCHJG_03175	tRNA	75				tRNA-Asp(gtc)
BIPKCHJG_03175	gene	75				
BIPKCHJG_03176	CDS	2031			COG0659	putative sulfate transporter
BIPKCHJG_03176	gene	2031				
BIPKCHJG_03177	tRNA	76				tRNA-Phe(gaa)
BIPKCHJG_03177	gene	76				
BIPKCHJG_03178	CDS	1101				hypothetical protein
BIPKCHJG_03178	gene	1101				
BIPKCHJG_03179	CDS	882				hypothetical protein
BIPKCHJG_03179	gene	882				
BIPKCHJG_03180	CDS	912				hypothetical protein
BIPKCHJG_03180	gene	912				
BIPKCHJG_03181	CDS	948				hypothetical protein
BIPKCHJG_03181	gene	948				
BIPKCHJG_03182	CDS	963				hypothetical protein
BIPKCHJG_03182	gene	963				
BIPKCHJG_03183	CDS	1473				hypothetical protein
BIPKCHJG_03183	gene	1473				
BIPKCHJG_03184	CDS	1326				hypothetical protein
BIPKCHJG_03184	gene	1326				
BIPKCHJG_03185	CDS	1284				hypothetical protein
BIPKCHJG_03185	gene	1284				
BIPKCHJG_03186	CDS	1272				hypothetical protein
BIPKCHJG_03186	gene	1272				
BIPKCHJG_03187	CDS	1821	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
BIPKCHJG_03187	gene	1821	pknD_2			
BIPKCHJG_03188	CDS	1746	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
BIPKCHJG_03188	gene	1746	pknD_3			
BIPKCHJG_03189	CDS	2025	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
BIPKCHJG_03189	gene	2025	pknD_4			
BIPKCHJG_03190	CDS	1827			COG3391	PE-PGRS family protein PE_PGRS18
BIPKCHJG_03190	gene	1827				
BIPKCHJG_03191	CDS	3546	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
BIPKCHJG_03191	gene	3546	pknD_5			
BIPKCHJG_03192	CDS	948				hypothetical protein
BIPKCHJG_03192	gene	948				
BIPKCHJG_03193	CDS	3096	murJ		COG0728	Lipid II flippase MurJ
BIPKCHJG_03193	gene	3096	murJ			
BIPKCHJG_03194	CDS	1245	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
BIPKCHJG_03194	gene	1245	kanE			
BIPKCHJG_03195	CDS	1170	glgM_1	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
BIPKCHJG_03195	gene	1170	glgM_1			
BIPKCHJG_03196	CDS	591	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
BIPKCHJG_03196	gene	591	pth			
BIPKCHJG_03197	CDS	3600	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
BIPKCHJG_03197	gene	3600	mfd			
BIPKCHJG_03198	CDS	579				hypothetical protein
BIPKCHJG_03198	gene	579				
BIPKCHJG_03199	CDS	774	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
BIPKCHJG_03199	gene	774	mazG			
BIPKCHJG_03200	CDS	1065	psuK	2.7.1.83	COG0524	Pseudouridine kinase
BIPKCHJG_03200	gene	1065	psuK			
BIPKCHJG_03201	CDS	936	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
BIPKCHJG_03201	gene	936	psuG			
BIPKCHJG_03202	CDS	1470	nylA_2	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
BIPKCHJG_03202	gene	1470	nylA_2			
BIPKCHJG_03203	CDS	546				hypothetical protein
BIPKCHJG_03203	gene	546				
BIPKCHJG_03204	CDS	720			COG1733	putative HTH-type transcriptional regulator
BIPKCHJG_03204	gene	720				
BIPKCHJG_03205	CDS	387				hypothetical protein
BIPKCHJG_03205	gene	387				
BIPKCHJG_03206	CDS	2679	helY_2	3.6.4.-	COG4581	putative helicase HelY
BIPKCHJG_03206	gene	2679	helY_2			
BIPKCHJG_03207	CDS	1098	ligC	6.5.1.1	COG1793	DNA ligase C
BIPKCHJG_03207	gene	1098	ligC			
BIPKCHJG_03208	CDS	489				hypothetical protein
BIPKCHJG_03208	gene	489				
BIPKCHJG_03209	CDS	1320	dapE_4	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
BIPKCHJG_03209	gene	1320	dapE_4			
BIPKCHJG_03210	CDS	360				hypothetical protein
BIPKCHJG_03210	gene	360				
BIPKCHJG_03211	CDS	852	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BIPKCHJG_03211	gene	852	uppP			
BIPKCHJG_03212	CDS	1755	corA		COG0598	Cobalt/magnesium transport protein CorA
BIPKCHJG_03212	gene	1755	corA			
BIPKCHJG_03213	CDS	534				hypothetical protein
BIPKCHJG_03213	gene	534				
BIPKCHJG_03214	CDS	660				hypothetical protein
BIPKCHJG_03214	gene	660				
BIPKCHJG_03215	CDS	1248	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
BIPKCHJG_03215	gene	1248	mshC			
BIPKCHJG_03216	CDS	846				hypothetical protein
BIPKCHJG_03216	gene	846				
BIPKCHJG_03217	CDS	669		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BIPKCHJG_03217	gene	669				
BIPKCHJG_03218	CDS	1803	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
BIPKCHJG_03218	gene	1803	treZ			
BIPKCHJG_03219	CDS	2472	treY	5.4.99.15		Maltooligosyl trehalose synthase
BIPKCHJG_03219	gene	2472	treY			
BIPKCHJG_03220	CDS	3717	metH	2.1.1.13	COG0646	Methionine synthase
BIPKCHJG_03220	gene	3717	metH			
BIPKCHJG_03221	CDS	1107	rip3			Putative zinc metalloprotease Rip3
BIPKCHJG_03221	gene	1107	rip3			
BIPKCHJG_03222	CDS	978	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
BIPKCHJG_03222	gene	978	trmI			
BIPKCHJG_03223	CDS	1632	mpa		COG0464	Proteasome-associated ATPase
BIPKCHJG_03223	gene	1632	mpa			
BIPKCHJG_03224	CDS	942	tolB_4		COG0823	Protein TolB
BIPKCHJG_03224	gene	942	tolB_4			
BIPKCHJG_03225	CDS	1047	ligD_4		COG1793	Multifunctional non-homologous end joining protein LigD
BIPKCHJG_03225	gene	1047	ligD_4			
BIPKCHJG_03226	CDS	981	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BIPKCHJG_03226	gene	981	prs_2			
BIPKCHJG_03227	CDS	399				hypothetical protein
BIPKCHJG_03227	gene	399				
BIPKCHJG_03228	CDS	657				hypothetical protein
BIPKCHJG_03228	gene	657				
BIPKCHJG_03229	CDS	1530	dop	3.4.-.-		Depupylase
BIPKCHJG_03229	gene	1530	dop			
BIPKCHJG_03230	CDS	198	pup			Prokaryotic ubiquitin-like protein Pup
BIPKCHJG_03230	gene	198	pup			
BIPKCHJG_03231	CDS	822	prcB	3.4.25.1	COG0638	Proteasome subunit beta
BIPKCHJG_03231	gene	822	prcB			
BIPKCHJG_03232	CDS	861	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
BIPKCHJG_03232	gene	861	prcA			
BIPKCHJG_03233	CDS	1386	pafA	6.3.1.19		Pup--protein ligase
BIPKCHJG_03233	gene	1386	pafA			
BIPKCHJG_03234	CDS	861	fkbP_1	5.2.1.8		FK506-binding protein
BIPKCHJG_03234	gene	861	fkbP_1			
BIPKCHJG_03235	CDS	390	fkbP_2	5.2.1.8		FK506-binding protein
BIPKCHJG_03235	gene	390	fkbP_2			
BIPKCHJG_03236	CDS	666				hypothetical protein
BIPKCHJG_03236	gene	666				
BIPKCHJG_03237	CDS	288				hypothetical protein
BIPKCHJG_03237	gene	288				
BIPKCHJG_03238	CDS	507				hypothetical protein
BIPKCHJG_03238	gene	507				
BIPKCHJG_03239	CDS	1005	senX3_2	2.7.13.3		Signal-transduction histidine kinase senX3
BIPKCHJG_03239	gene	1005	senX3_2			
BIPKCHJG_03240	CDS	726	regX3_3		COG0745	Sensory transduction protein regX3
BIPKCHJG_03240	gene	726	regX3_3			
BIPKCHJG_03241	CDS	687				hypothetical protein
BIPKCHJG_03241	gene	687				
BIPKCHJG_03242	CDS	630	betI_4			HTH-type transcriptional regulator BetI
BIPKCHJG_03242	gene	630	betI_4			
BIPKCHJG_03243	CDS	2637	ydfJ_3		COG2409	Membrane protein YdfJ
BIPKCHJG_03243	gene	2637	ydfJ_3			
BIPKCHJG_03244	CDS	414		3.1.-.-		Ribonuclease VapC21
BIPKCHJG_03244	gene	414				
BIPKCHJG_03245	CDS	444	hspR_1		COG0789	Putative heat shock protein HspR
BIPKCHJG_03245	gene	444	hspR_1			
BIPKCHJG_03246	CDS	1047	cbpA		COG2214	Curved DNA-binding protein
BIPKCHJG_03246	gene	1047	cbpA			
BIPKCHJG_03247	CDS	615	grpE		COG0576	Protein GrpE
BIPKCHJG_03247	gene	615	grpE			
BIPKCHJG_03248	CDS	1893	dnaK		COG0443	Chaperone protein DnaK
BIPKCHJG_03248	gene	1893	dnaK			
BIPKCHJG_03249	CDS	765				hypothetical protein
BIPKCHJG_03249	gene	765				
BIPKCHJG_03250	CDS	753				hypothetical protein
BIPKCHJG_03250	gene	753				
BIPKCHJG_03251	CDS	1038	ccsA_2			Cytochrome c biogenesis protein CcsA
BIPKCHJG_03251	gene	1038	ccsA_2			
BIPKCHJG_03252	CDS	1650	ccsB_2			Cytochrome c biogenesis protein CcsB
BIPKCHJG_03252	gene	1650	ccsB_2			
BIPKCHJG_03253	CDS	747				hypothetical protein
BIPKCHJG_03253	gene	747				
BIPKCHJG_03254	CDS	597	resA_5		COG0526	Thiol-disulfide oxidoreductase ResA
BIPKCHJG_03254	gene	597	resA_5			
BIPKCHJG_03255	CDS	480	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
BIPKCHJG_03255	gene	480	lspA_2			
BIPKCHJG_03256	CDS	591				hypothetical protein
BIPKCHJG_03256	gene	591				
BIPKCHJG_03257	CDS	660				hypothetical protein
BIPKCHJG_03257	gene	660				
BIPKCHJG_03258	CDS	618				hypothetical protein
BIPKCHJG_03258	gene	618				
BIPKCHJG_03259	CDS	366	czrA		COG0640	HTH-type transcriptional repressor CzrA
BIPKCHJG_03259	gene	366	czrA			
BIPKCHJG_03260	CDS	1995	ctpG_3	3.6.3.-	COG2217	putative cation-transporting ATPase G
BIPKCHJG_03260	gene	1995	ctpG_3			
BIPKCHJG_03261	CDS	915	czcD_5			Metal cation efflux system protein CzcD
BIPKCHJG_03261	gene	915	czcD_5			
BIPKCHJG_03262	CDS	1602	lnt_2	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
BIPKCHJG_03262	gene	1602	lnt_2			
BIPKCHJG_03263	CDS	483				hypothetical protein
BIPKCHJG_03263	gene	483				
BIPKCHJG_03264	CDS	117				hypothetical protein
BIPKCHJG_03264	gene	117				
BIPKCHJG_03265	CDS	669				hypothetical protein
BIPKCHJG_03265	gene	669				
BIPKCHJG_03266	CDS	153				hypothetical protein
BIPKCHJG_03266	gene	153				
BIPKCHJG_03267	CDS	1101	arsB		COG1055	Arsenical pump membrane protein
BIPKCHJG_03267	gene	1101	arsB			
BIPKCHJG_03268	CDS	702				hypothetical protein
BIPKCHJG_03268	gene	702				
BIPKCHJG_03269	CDS	864				hypothetical protein
BIPKCHJG_03269	gene	864				
BIPKCHJG_03270	CDS	594	ttgW			putative HTH-type transcriptional regulator TtgW
BIPKCHJG_03270	gene	594	ttgW			
BIPKCHJG_03271	CDS	1035				hypothetical protein
BIPKCHJG_03271	gene	1035				
BIPKCHJG_03272	CDS	495		3.1.3.-	COG2062	putative protein
BIPKCHJG_03272	gene	495				
BIPKCHJG_03273	CDS	945	yhjD_3		COG1295	Inner membrane protein YhjD
BIPKCHJG_03273	gene	945	yhjD_3			
BIPKCHJG_03274	rRNA	109				5S ribosomal RNA
BIPKCHJG_03274	gene	109				
BIPKCHJG_03275	CDS	561				hypothetical protein
BIPKCHJG_03275	gene	561				
BIPKCHJG_03276	CDS	714				hypothetical protein
BIPKCHJG_03276	gene	714				
BIPKCHJG_03277	CDS	1014		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
BIPKCHJG_03277	gene	1014				
BIPKCHJG_03278	CDS	495				hypothetical protein
BIPKCHJG_03278	gene	495				
BIPKCHJG_03279	CDS	210				hypothetical protein
BIPKCHJG_03279	gene	210				
BIPKCHJG_03280	CDS	828	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
BIPKCHJG_03280	gene	828	tlyA			
BIPKCHJG_03281	CDS	915	ppnK	2.7.1.23	COG0061	NAD kinase
BIPKCHJG_03281	gene	915	ppnK			
BIPKCHJG_03282	CDS	1764	recN		COG0497	DNA repair protein RecN
BIPKCHJG_03282	gene	1764	recN			
BIPKCHJG_03283	CDS	1224				hypothetical protein
BIPKCHJG_03283	gene	1224				
BIPKCHJG_03284	CDS	957	mctB			Copper transporter MctB
BIPKCHJG_03284	gene	957	mctB			
BIPKCHJG_03285	CDS	828				hypothetical protein
BIPKCHJG_03285	gene	828				
BIPKCHJG_03286	CDS	1638	mviN_2		COG0728	putative peptidoglycan biosynthesis protein MviN
BIPKCHJG_03286	gene	1638	mviN_2			
BIPKCHJG_03287	CDS	1104	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
BIPKCHJG_03287	gene	1104	bshA			
BIPKCHJG_03288	CDS	1683	pyrG	6.3.4.2	COG0504	CTP synthase
BIPKCHJG_03288	gene	1683	pyrG			
BIPKCHJG_03289	CDS	642	act	3.-.-.-		Methanol dehydrogenase activator
BIPKCHJG_03289	gene	642	act			
BIPKCHJG_03290	CDS	921				hypothetical protein
BIPKCHJG_03290	gene	921				
BIPKCHJG_03291	CDS	1881	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
BIPKCHJG_03291	gene	1881	aspS			
BIPKCHJG_03292	CDS	282				hypothetical protein
BIPKCHJG_03292	gene	282				
BIPKCHJG_03293	CDS	483				hypothetical protein
BIPKCHJG_03293	gene	483				
BIPKCHJG_03294	CDS	459				hypothetical protein
BIPKCHJG_03294	gene	459				
BIPKCHJG_03295	CDS	288				hypothetical protein
BIPKCHJG_03295	gene	288				
BIPKCHJG_03296	CDS	1221				hypothetical protein
BIPKCHJG_03296	gene	1221				
BIPKCHJG_03297	CDS	1098				hypothetical protein
BIPKCHJG_03297	gene	1098				
BIPKCHJG_03298	CDS	786	sumT_2	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
BIPKCHJG_03298	gene	786	sumT_2			
BIPKCHJG_03299	CDS	426	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
BIPKCHJG_03299	gene	426	nirD			
BIPKCHJG_03300	CDS	2589	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BIPKCHJG_03300	gene	2589	nasD_1			
BIPKCHJG_03301	CDS	1446	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BIPKCHJG_03301	gene	1446	nasD_2			
BIPKCHJG_03302	CDS	2169	nasC	1.7.99.4	COG0243	Assimilatory nitrate reductase catalytic subunit
BIPKCHJG_03302	gene	2169	nasC			
BIPKCHJG_03303	CDS	1365	narK_2		COG2223	Nitrate/nitrite transporter NarK
BIPKCHJG_03303	gene	1365	narK_2			
BIPKCHJG_03304	CDS	1383			COG2256	putative AAA domain-containing protein
BIPKCHJG_03304	gene	1383				
BIPKCHJG_03305	CDS	708				hypothetical protein
BIPKCHJG_03305	gene	708				
BIPKCHJG_03306	CDS	918			COG2321	putative protein
BIPKCHJG_03306	gene	918				
BIPKCHJG_03307	CDS	1599	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
BIPKCHJG_03307	gene	1599	yheS_2			
BIPKCHJG_03308	CDS	390		3.1.-.-	COG3744	Ribonuclease VapC22
BIPKCHJG_03308	gene	390				
BIPKCHJG_03309	CDS	1671	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
BIPKCHJG_03309	gene	1671	sir			
BIPKCHJG_03310	CDS	723	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
BIPKCHJG_03310	gene	723	cysH			
BIPKCHJG_03311	CDS	1269	cysG		COG0007	Siroheme synthase
BIPKCHJG_03311	gene	1269	cysG			
BIPKCHJG_03312	CDS	702				hypothetical protein
BIPKCHJG_03312	gene	702				
BIPKCHJG_03313	CDS	1875		3.6.3.-		Putative multidrug export ATP-binding/permease protein
BIPKCHJG_03313	gene	1875				
BIPKCHJG_03314	CDS	789			COG3346	putative SURF1-like protein
BIPKCHJG_03314	gene	789				
BIPKCHJG_03315	CDS	1041	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
BIPKCHJG_03315	gene	1041	moaA2			
BIPKCHJG_03316	CDS	321				hypothetical protein
BIPKCHJG_03316	gene	321				
BIPKCHJG_03317	CDS	711	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
BIPKCHJG_03317	gene	711	fabG1			
BIPKCHJG_03318	CDS	759	inhA	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
BIPKCHJG_03318	gene	759	inhA			
BIPKCHJG_03319	CDS	2196	cphA_1	6.3.2.29	COG0769	Cyanophycin synthetase
BIPKCHJG_03319	gene	2196	cphA_1			
BIPKCHJG_03320	CDS	2784	cphA_2	6.3.2.29		Cyanophycin synthetase
BIPKCHJG_03320	gene	2784	cphA_2			
BIPKCHJG_03321	CDS	879	cphB_2	3.4.15.6		Cyanophycinase
BIPKCHJG_03321	gene	879	cphB_2			
BIPKCHJG_03322	CDS	672		3.1.3.3	COG0560	Phosphoserine phosphatase
BIPKCHJG_03322	gene	672				
BIPKCHJG_03323	CDS	1254	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
BIPKCHJG_03323	gene	1254	glgC_2			
BIPKCHJG_03324	CDS	1200	glgM_2	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
BIPKCHJG_03324	gene	1200	glgM_2			
BIPKCHJG_03325	CDS	1416	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
BIPKCHJG_03325	gene	1416	argA			
BIPKCHJG_03326	CDS	810	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
BIPKCHJG_03326	gene	810	ylmA			
BIPKCHJG_03327	CDS	465				hypothetical protein
BIPKCHJG_03327	gene	465				
BIPKCHJG_03328	CDS	1179			COG0330	putative protein
BIPKCHJG_03328	gene	1179				
BIPKCHJG_03329	CDS	774	yfcA_2		COG0730	putative membrane transporter protein YfcA
BIPKCHJG_03329	gene	774	yfcA_2			
BIPKCHJG_03330	CDS	810		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
BIPKCHJG_03330	gene	810				
BIPKCHJG_03331	CDS	396				hypothetical protein
BIPKCHJG_03331	gene	396				
BIPKCHJG_03332	CDS	765				hypothetical protein
BIPKCHJG_03332	gene	765				
BIPKCHJG_03333	CDS	618				hypothetical protein
BIPKCHJG_03333	gene	618				
BIPKCHJG_03334	CDS	1530	ligB	6.5.1.1	COG1793	DNA ligase B
BIPKCHJG_03334	gene	1530	ligB			
BIPKCHJG_03335	CDS	123				hypothetical protein
BIPKCHJG_03335	gene	123				
BIPKCHJG_03336	CDS	492				hypothetical protein
BIPKCHJG_03336	gene	492				
BIPKCHJG_03337	CDS	372	rplV		COG0091	50S ribosomal protein L22
BIPKCHJG_03337	gene	372	rplV			
BIPKCHJG_03338	CDS	801	rpsC		COG0092	30S ribosomal protein S3
BIPKCHJG_03338	gene	801	rpsC			
BIPKCHJG_03339	CDS	420	rplP		COG0197	50S ribosomal protein L16
BIPKCHJG_03339	gene	420	rplP			
BIPKCHJG_03340	CDS	225	rpmC		COG0255	50S ribosomal protein L29
BIPKCHJG_03340	gene	225	rpmC			
BIPKCHJG_03341	CDS	288	rpsQ			30S ribosomal protein S17
BIPKCHJG_03341	gene	288	rpsQ			
BIPKCHJG_03342	CDS	369	rplN		COG0093	50S ribosomal protein L14
BIPKCHJG_03342	gene	369	rplN			
BIPKCHJG_03343	CDS	336	rplX		COG0198	50S ribosomal protein L24
BIPKCHJG_03343	gene	336	rplX			
BIPKCHJG_03344	CDS	561	rplE		COG0094	50S ribosomal protein L5
BIPKCHJG_03344	gene	561	rplE			
BIPKCHJG_03345	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
BIPKCHJG_03345	gene	186	rpsZ			
BIPKCHJG_03346	CDS	399	rpsH		COG0096	30S ribosomal protein S8
BIPKCHJG_03346	gene	399	rpsH			
BIPKCHJG_03347	CDS	540	rplF		COG0097	50S ribosomal protein L6
BIPKCHJG_03347	gene	540	rplF			
BIPKCHJG_03348	CDS	375	rplR		COG0256	50S ribosomal protein L18
BIPKCHJG_03348	gene	375	rplR			
BIPKCHJG_03349	CDS	648	rpsE		COG0098	30S ribosomal protein S5
BIPKCHJG_03349	gene	648	rpsE			
BIPKCHJG_03350	CDS	183	rpmD		COG1841	50S ribosomal protein L30
BIPKCHJG_03350	gene	183	rpmD			
BIPKCHJG_03351	CDS	483	rplO		COG0200	50S ribosomal protein L15
BIPKCHJG_03351	gene	483	rplO			
BIPKCHJG_03352	CDS	1314	secY		COG0201	Protein translocase subunit SecY
BIPKCHJG_03352	gene	1314	secY			
BIPKCHJG_03353	CDS	576	adk	2.7.4.3	COG0563	Adenylate kinase
BIPKCHJG_03353	gene	576	adk			
BIPKCHJG_03354	CDS	837	map-1	3.4.11.18	COG0024	Methionine aminopeptidase 1
